UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin
199908,31.023838,-87.497017,Low Clearance,Atmore,AL,36502,LCX,,unmarked height clearance,low_unk_pushpin
199909,33.574878999999996,-86.788341,Low Clearance,Birmingham,AL,35217,LCX,,unmarked height clearance,low_unk_pushpin
199910,32.192226,-87.46045600000001,Low Clearance,Catherine,AL,36728,LCX,,unmarked height clearance,low_unk_pushpin
199911,33.725997,-87.14912700000001,Low Clearance,Cordova,AL,35550,LCX,,unmarked height clearance,low_unk_pushpin
199912,33.735547,-87.110745,Low Clearance,Dora,AL,35062,LCX,,unmarked height clearance,low_unk_pushpin
199913,33.524599,-86.891346,Low Clearance,Fairfield,AL,35064,LCX,,ns unknown height clearance,low_unk_pushpin
199914,33.479221,-86.929728,Low Clearance,Fairfield,AL,35064,LCX,,unmarked height clearance,low_unk_pushpin
199915,34.010771000000005,-85.99876,Low Clearance,Gadsden,AL,35901,LCX,,unmarked height clearance,low_unk_pushpin
199916,34.013273999999996,-85.996434,Low Clearance,Gadsden,AL,35901,LCX,,unmarked height clearance,low_unk_pushpin
199917,34.011677,-85.997943,Low Clearance,Gadsden,AL,35901,LCX,,unmarked height clearance,low_unk_pushpin
199918,34.073532,-86.75246899999999,Low Clearance,Hanceville,AL,35077,LCX,,unmarked height clearance,low_unk_pushpin
199919,33.889706,-86.759987,Low Clearance,Hayden,AL,35079,LCX,,unmarked height clearance,low_unk_pushpin
199920,34.729944,-86.596815,Low Clearance,Huntsville,AL,35816,LCX,,unmarked height clearance,low_unk_pushpin
199921,33.825439,-87.276338,Low Clearance,Jasper,AL,35501,LCX,,unmarked height clearance,low_unk_pushpin
199922,33.852632,-87.304082,Low Clearance,Jasper,AL,35501,LCX,,unmarked height clearance,low_unk_pushpin
199923,33.54087,-86.535035,Low Clearance,Leeds,AL,35094,LCX,,unmarked height clearance,low_unk_pushpin
199924,33.541833000000004,-86.534724,Low Clearance,Leeds,AL,35094,LCX,,unmarked height clearance,low_unk_pushpin
199925,30.661004,-88.058074,Low Clearance,Mobile,AL,36605,LCX,,unmarked height clearance,low_unk_pushpin
199926,30.713406,-88.167704,Low Clearance,Mobile,AL,36608,LCX,,unmarked height clearance,low_unk_pushpin
199927,30.659759,-88.058696,Low Clearance,Mobile,AL,36605,LCX,,unmarked height clearance,low_unk_pushpin
199928,31.60339,-87.409898,Low Clearance,Monroeville,AL,36460,LCX,,unmarked height clearance,low_unk_pushpin
199929,31.394810999999997,-85.58662,Low Clearance,Ozark,AL,36360,LCX,,unmarked height clearance,low_unk_pushpin
199930,33.591513,-86.390196,Low Clearance,Pell City,AL,35128,LCX,,unmarked height clearance,low_unk_pushpin
199931,32.459628,-86.460139,Low Clearance,Pratville,AL,36067,LCX,,unmarked height clearance,low_unk_pushpin
199932,33.703224,-87.083373,Low Clearance,Quinton,AL,35130,LCX,,unmarked height clearance,low_unk_pushpin
199933,32.545487,-85.112779,Low Clearance,Smiths Station,AL,36877,LCX,,unmarked height clearance,low_unk_pushpin
199934,32.766837,-86.878454,Low Clearance,Stanton,AL,36790,LCX,,unmarked height clearance,low_unk_pushpin
199935,32.766498,-86.878259,Low Clearance,Stanton,AL,36790,LCX,,unmarked height clearance,low_unk_pushpin
199936,33.438107,-86.109898,Low Clearance,Talladega,AL,35160,LCX,,unmarked height clearance,low_unk_pushpin
199937,33.434076,-86.18400799999999,Low Clearance,Talladega,AL,35160,LCX,,unmarked height clearance,low_unk_pushpin
199938,31.806395000000002,-85.98845,Low Clearance,Troy,AL,36108,LCX,,unmarked height clearance,low_unk_pushpin
199939,33.20192,-87.525127,Low Clearance,Tuscaloosa,AL,35404,LCX,,unmarked height clearance,low_unk_pushpin
199940,33.856514000000004,-85.905649,Low Clearance,Wellington,AL,36279,LCX,,unmarked height clearance,low_unk_pushpin
199941,33.248542,-86.47417800000001,Low Clearance,Wilsonville,AL,35186,LCX,,unmarked height clearance,low_unk_pushpin
199942,40.260104999999996,-103.598472,Low Clearance,Brush,CO,80723,LCX,,unmarked height clearance,low_unk_pushpin
199943,34.088538,-84.699878,Low Clearance,Acworth,GA,30102,LCX,,unmarked height clearance,low_unk_pushpin
199944,34.064640999999995,-84.666863,Low Clearance,Acworth,GA,30101,LCX,,unmarked height clearance,low_unk_pushpin
199945,33.966529,-83.37141700000001,Low Clearance,Athens,GA,30601,LCX,,unmarked height clearance,low_unk_pushpin
199946,33.966318,-83.373072,Low Clearance,Athens,GA,30601,LCX,,unmarked height clearance,low_unk_pushpin
199947,33.773377,-84.364602,Low Clearance,Atlanta,GA,30312,LCX,,unmarked height clearance,low_unk_pushpin
199948,33.616847,-84.51257199999999,Low Clearance,Atlanta,GA,30349,LCX,,unmarked height clearance,low_unk_pushpin
199949,33.652799,-84.39622299999999,Low Clearance,Atlanta,GA,30354,LCX,,unmarked height clearance,low_unk_pushpin
199950,33.741105,-84.408174,Low Clearance,Atlanta,GA,30310,LCX,,unmarked height clearance,low_unk_pushpin
199951,33.770379,-84.400918,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199952,33.761094,-84.33115500000001,Low Clearance,Atlanta,GA,30307,LCX,,unmarked height clearance,low_unk_pushpin
199953,33.813175,-84.375516,Low Clearance,Atlanta,GA,30324,LCX,,unmarked height clearance,low_unk_pushpin
199954,33.701440999999996,-84.428415,Low Clearance,Atlanta,GA,30310,LCX,,unmarked height clearance,low_unk_pushpin
199955,33.733407,-84.413731,Low Clearance,Atlanta,GA,30310,LCX,,unmarked height clearance,low_unk_pushpin
199956,33.800771000000005,-84.387757,Low Clearance,Atlanta,GA,30309,LCX,,unmarked height clearance,low_unk_pushpin
199957,33.807567999999996,-84.377535,Low Clearance,Atlanta,GA,30324,LCX,,unmarked height clearance,low_unk_pushpin
199958,33.657271,-84.522023,Low Clearance,Atlanta,GA,30349,LCX,,unmarked height clearance,low_unk_pushpin
199959,33.811605,-84.431149,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199960,33.718231,-84.424539,Low Clearance,Atlanta,GA,30310,LCX,,unmarked height clearance,low_unk_pushpin
199961,33.772214,-84.426162,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199962,33.772285,-84.42613399999999,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199963,33.749190000000006,-84.383439,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199964,33.860671,-84.338628,Low Clearance,Atlanta,GA,30319,LCX,,unmarked height clearance,low_unk_pushpin
199965,33.753820000000005,-84.463002,Low Clearance,Atlanta,GA,30314,LCX,,unmarked height clearance,low_unk_pushpin
199966,33.747017,-84.397108,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199967,33.828421999999996,-84.367436,Low Clearance,Atlanta,GA,30305,LCX,,unmarked height clearance,low_unk_pushpin
199968,33.657241,-84.522029,Low Clearance,Atlanta,GA,30331,LCX,,unmarked height clearance,low_unk_pushpin
199969,33.754708,-84.467834,Low Clearance,Atlanta,GA,30311,LCX,,unmarked height clearance,low_unk_pushpin
199970,33.754740000000005,-84.467841,Low Clearance,Atlanta,GA,30311,LCX,,unmarked height clearance,low_unk_pushpin
199971,33.751104999999995,-84.496612,Low Clearance,Atlanta,GA,30311,LCX,,unmarked height clearance,low_unk_pushpin
199972,33.797334,-84.39515,Low Clearance,Atlanta,GA,30309,LCX,,unmarked height clearance,low_unk_pushpin
199973,33.726071000000005,-84.393677,Low Clearance,Atlanta,GA,30315,LCX,,unmarked height clearance,low_unk_pushpin
199974,33.748877,-84.383438,Low Clearance,Atlanta,GA,30312,LCX,,unmarked height clearance,low_unk_pushpin
199975,33.74985,-84.385104,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199976,33.751511,-84.490829,Low Clearance,Atlanta,GA,30311,LCX,,unmarked height clearance,low_unk_pushpin
199977,33.809668,-84.377662,Low Clearance,Atlanta,GA,30324,LCX,,unmarked height clearance,low_unk_pushpin
199978,33.740064000000004,-84.411889,Low Clearance,Atlanta,GA,30310,LCX,,unmarked height clearance,low_unk_pushpin
199979,33.857603000000005,-84.340396,Low Clearance,Atlanta,GA,30319,LCX,,unmarked height clearance,low_unk_pushpin
199980,33.768623,-84.425513,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199981,33.801499,-84.38756,Low Clearance,Atlanta,GA,30309,LCX,,unmarked height clearance,low_unk_pushpin
199982,33.798671999999996,-84.407838,Low Clearance,Atlanta,GA,30318,LCX,,unmarked height clearance,low_unk_pushpin
199983,33.742998,-84.40825600000001,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199984,33.803473,-84.33398199999999,Low Clearance,Atlanta,GA,30322,LCX,,unmarked height clearance,low_unk_pushpin
199985,33.750655,-84.386261,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199986,33.744890999999996,-84.39878900000001,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199987,33.876354,-84.325414,Low Clearance,Atlanta,GA,30319,LCX,,unmarked height clearance,low_unk_pushpin
199988,33.762578000000005,-84.31965799999999,Low Clearance,Atlanta,GA,30317,LCX,,unmarked height clearance,low_unk_pushpin
199989,33.762594,-84.319673,Low Clearance,Atlanta,GA,30317,LCX,,unmarked height clearance,low_unk_pushpin
199990,33.848574,-84.352032,Low Clearance,Atlanta,GA,30326,LCX,,unmarked height clearance,low_unk_pushpin
199991,33.842209000000004,-84.361273,Low Clearance,Atlanta,GA,30305,LCX,,unmarked height clearance,low_unk_pushpin
199992,33.75437,-84.47295799999999,Low Clearance,Atlanta,GA,30311,LCX,,unmarked height clearance,low_unk_pushpin
199993,33.761390000000006,-84.34187299999999,Low Clearance,Atlanta,GA,30307,LCX,,unmarked height clearance,low_unk_pushpin
199994,33.745914,-84.397912,Low Clearance,Atlanta,GA,30303,LCX,,unmarked height clearance,low_unk_pushpin
199995,33.7440468,-84.3995875,Low Clearance,Atlanta,GA,30303,LCX,,unmarked high height clearance,low_unk_pushpin
199996,33.912265000000005,-85.240443,Low Clearance,Buchanan,GA,30113,LCX,,ns unknown height clearance,low_unk_pushpin
199997,32.685367,-83.740803,Low Clearance,Byron,GA,31008,LCX,,unmarked high height clearance,low_unk_pushpin
199998,34.121602,-84.740511,Low Clearance,Cartersville,GA,30121,LCX,,unmarked height clearance,low_unk_pushpin
199999,34.15164,-84.771883,Low Clearance,Cartersville,GA,30120,LCX,,unmarked height clearance,low_unk_pushpin
200000,33.892676,-84.299725,Low Clearance,Chamblee,GA,30341,LCX,,unmarked height clearance,low_unk_pushpin
200001,33.886798999999996,-84.308178,Low Clearance,Chamblee,GA,30341,LCX,,unmarked height clearance,low_unk_pushpin
200002,33.806628,-84.241603,Low Clearance,Clarkston,GA,30021,LCX,,unmarked height clearance,low_unk_pushpin
200003,33.802974600000006,-84.2502139,Low Clearance,Clarkston,GA,30021,LCX,,unmarked height clearance,low_unk_pushpin
200004,33.645403,-84.450928,Low Clearance,College Park,GA,30337,LCX,,unmarked height clearance,low_unk_pushpin
200005,33.647574,-84.449786,Low Clearance,College Park,GA,30337,LCX,,unmarked height clearance,low_unk_pushpin
200006,34.516606,-83.50824399999999,Low Clearance,Cornelia,GA,30531,LCX,,unmarked low height clearance,low_unk_pushpin
200007,33.7979575,-84.30649190000001,Low Clearance,Decatur,GA,30033,LCX,,unmarked height clearance,low_unk_pushpin
200008,33.765243,-84.311527,Low Clearance,Decatur,GA,30030,LCX,,unmarked height clearance,low_unk_pushpin
200009,33.779517999999996,-84.26807600000001,Low Clearance,Decatur,GA,30030,LCX,,unmarked height clearance,low_unk_pushpin
200010,33.825195,-84.273048,Low Clearance,Decatur,GA,30033,LCX,,unmarked height clearance,low_unk_pushpin
200011,33.770655,-84.241465,Low Clearance,Decatur,GA,30032,LCX,,unmarked height clearance,low_unk_pushpin
200012,33.904932,-84.278018,Low Clearance,Doraville,GA,30360,LCX,,unmarked height clearance,low_unk_pushpin
200013,33.908116,-84.273563,Low Clearance,Doraville,GA,30340,LCX,,unmarked height clearance,low_unk_pushpin
200014,33.982698,-84.15735600000001,Low Clearance,Duluth,GA,30096,LCX,,unmarked height clearance,low_unk_pushpin
200015,34.020308,-84.117638,Low Clearance,Duluth,GA,30097,LCX,,unmarked height clearance,low_unk_pushpin
200016,33.697964,-84.428987,Low Clearance,East Point,GA,30344,LCX,,unmarked height clearance,low_unk_pushpin
200017,33.667116,-84.42840699999999,Low Clearance,East Point,GA,30344,LCX,,unmarked height clearance,low_unk_pushpin
200018,33.328299,-83.38792099999999,Low Clearance,Eatonton,GA,31024,LCX,,unmarked height clearance,low_unk_pushpin
200019,34.110003999999996,-82.86074599999999,Low Clearance,Elberton,GA,30635,LCX,,unmarked height clearance,low_unk_pushpin
200020,33.631683,-84.388305,Low Clearance,Forest Park,GA,30297,LCX,,unmarked height clearance,low_unk_pushpin
200021,34.314982,-83.793203,Low Clearance,Gainesville,GA,30501,LCX,,unmarked height clearance,low_unk_pushpin
200022,33.664555,-84.42026,Low Clearance,Hapeville,GA,30354,LCX,,unmarked height clearance,low_unk_pushpin
200023,33.07229,-83.781289,Low Clearance,Juliette,GA,31046,LCX,,unmarked height clearance,low_unk_pushpin
200024,32.617207,-84.472142,Low Clearance,Junction City,GA,31812,LCX,,unmarked height clearance,low_unk_pushpin
200025,33.983188,-84.606798,Low Clearance,Kennesaw,GA,30152,LCX,,unmarked height clearance,low_unk_pushpin
200026,33.031608,-85.0461,Low Clearance,LaGrange,GA,30240,LCX,,unmarked height clearance,low_unk_pushpin
200027,33.030056,-85.084811,Low Clearance,LaGrange,GA,30240,LCX,,unmarked height clearance,low_unk_pushpin
200028,34.447384,-83.121025,Low Clearance,Lavonia,GA,30553,LCX,,unmarked height clearance,low_unk_pushpin
200029,33.901064700000006,-84.0772382,Low Clearance,Lawrenceville,GA,30044,LCX,,unmarked height clearance,low_unk_pushpin
200030,33.814481,-84.489897,Low Clearance,Mableton,GA,30126,LCX,,unmarked height clearance,low_unk_pushpin
200031,32.845298,-83.593474,Low Clearance,Macon,GA,31217,LCX,,unmarked height clearance,low_unk_pushpin
200032,32.86833,-83.69806,Low Clearance,Macon,GA,31210,LCX,,unmarked height clearance,low_unk_pushpin
200033,32.838848,-83.617858,Low Clearance,Macon,GA,31201,LCX,,unmarked height clearance,low_unk_pushpin
200034,32.838657,-83.647926,Low Clearance,Macon,GA,31201,LCX,,unmarked height clearance,low_unk_pushpin
200035,32.836758,-83.643964,Low Clearance,Macon,GA,31201,LCX,,unmarked height clearance,low_unk_pushpin
200036,33.9577,-84.551335,Low Clearance,Marietta,GA,30060,LCX,,unmarked height clearance,low_unk_pushpin
200037,33.935545,-84.541309,Low Clearance,Marietta,GA,30060,LCX,,unmarked height clearance,low_unk_pushpin
200038,33.947503999999995,-84.54894499999999,Low Clearance,Marietta,GA,30060,LCX,,unmarked height clearance,low_unk_pushpin
200039,33.970403000000005,-84.558176,Low Clearance,Marietta,GA,30060,LCX,,unmarked height clearance,low_unk_pushpin
200040,33.906807,-84.527555,Low Clearance,Marietta,GA,30008,LCX,,unmarked height clearance,low_unk_pushpin
200041,33.576584999999994,-84.34105600000001,Low Clearance,Morrow,GA,30260,LCX,,unmarked height clearance,low_unk_pushpin
200042,33.615737,-84.349615,Low Clearance,Morrow,GA,30260,LCX,,unmarked height clearance,low_unk_pushpin
200043,33.934079,-84.223443,Low Clearance,Norcross,GA,30071,LCX,,unmarked height clearance,low_unk_pushpin
200044,32.153337,-81.18056800000001,Low Clearance,Port Wentworth,GA,31407,LCX,,unmarked height clearance,low_unk_pushpin
200045,34.000136,-85.01785699999999,Low Clearance,Rockmart,GA,30153,LCX,,unmarked height clearance,low_unk_pushpin
200046,33.793576,-84.263689,Low Clearance,Scottdale,GA,30079,LCX,,unmarked height clearance,low_unk_pushpin
200047,33.828478000000004,-84.46072,Low Clearance,Smyrna,GA,30080,LCX,,ns unknown height clearance,low_unk_pushpin
200048,33.894451000000004,-84.520178,Low Clearance,Smyrna,GA,30080,LCX,,unmarked height clearance,low_unk_pushpin
200049,34.595711,-83.283528,Low Clearance,Toccoa,GA,30577,LCX,,unmarked height clearance,low_unk_pushpin
200050,34.560957,-83.413235,Low Clearance,Toccoa,GA,30577,LCX,,ns unknown height clearance,low_unk_pushpin
200051,33.851177,-84.21843199999999,Low Clearance,Tucker,GA,30084,LCX,,unmarked height clearance,low_unk_pushpin
200052,33.558079,-84.549825,Low Clearance,Union City,GA,30291,LCX,,unmarked height clearance,low_unk_pushpin
200053,33.879469,-84.473389,Low Clearance,Vinings,GA,30339,LCX,,unmarked height clearance,low_unk_pushpin
200054,42.562455,-93.026893,Low Clearance,Ackley,IA,50601,LCX,,ns unknown height clearance,low_unk_pushpin
200055,41.034492,-92.85916,Low Clearance,Albia,IA,52531,LCX,,ns unknown height clearance,low_unk_pushpin
200056,40.92593,-92.76864,Low Clearance,Albia,IA,52531,LCX,,ns unknown height clearance,low_unk_pushpin
200057,43.074511,-94.224017,Low Clearance,Algona,IA,50511,LCX,,ns unknown height clearance,low_unk_pushpin
200058,43.07723,-94.235372,Low Clearance,Algona,IA,50511,LCX,,unmarked height clearance,low_unk_pushpin
200059,41.644112,-93.481093,Low Clearance,Altoona,IA,50009,LCX,,unmarked height clearance,low_unk_pushpin
200060,41.660786,-93.444889,Low Clearance,Altoona,IA,50009,LCX,,unmarked height clearance,low_unk_pushpin
200061,42.034971,-93.65393399999999,Low Clearance,Ames,IA,50014,LCX,,unmarked height clearance,low_unk_pushpin
200062,42.032267,-93.644745,Low Clearance,Ames,IA,50011,LCX,,unmarked height clearance,low_unk_pushpin
200063,42.301874,-94.87759399999999,Low Clearance,Auburn,IA,51433,LCX,,ns unknown height clearance,low_unk_pushpin
200064,42.295359999999995,-94.892261,Low Clearance,Auburn,IA,51433,LCX,,ns unknown height clearance,low_unk_pushpin
200065,42.5056544,-94.3444916,Low Clearance,Barnum,IA,50518,LCX,,ns unknown height clearance,low_unk_pushpin
200066,40.996809999999996,-92.139786,Low Clearance,Batavia,IA,52533,LCX,,ns unknown height clearance,low_unk_pushpin
200067,41.8968108,-92.22747209999999,Low Clearance,Belle Plaine,IA,52208,LCX,,ns unknown height clearance,low_unk_pushpin
200068,41.898641,-92.211364,Low Clearance,Belle Plaine,IA,52208,LCX,,unmarked height clearance,low_unk_pushpin
200069,42.059061,-93.973867,Low Clearance,Boone,IA,50036,LCX,,ns unknown height clearance,low_unk_pushpin
200070,43.114337,-91.681311,Low Clearance,Castalia,IA,52133,LCX,,unmarked height clearance,low_unk_pushpin
200071,42.203503000000005,-91.517896,Low Clearance,Central City,IA,52214,LCX,,unmarked height clearance,low_unk_pushpin
200072,41.038999999999994,-93.2691045,Low Clearance,Chariton,IA,50049,LCX,,ns unknown height clearance,low_unk_pushpin
200073,41.146106,-93.238607,Low Clearance,Chariton,IA,50049,LCX,,ns unknown height clearance,low_unk_pushpin
200074,41.190504,-93.2316,Low Clearance,Columbia,IA,50057,LCX,,ns unknown height clearance,low_unk_pushpin
200075,40.6231158,-93.27458940000001,Low Clearance,Corydon,IA,50060,LCX,,ns unknown height clearance,low_unk_pushpin
200076,40.757059000000005,-93.339415,Low Clearance,Corydon,IA,50060,LCX,,unmarked height clearance,low_unk_pushpin
200077,40.7388606,-93.3464927,Low Clearance,Corydon,IA,50060,LCX,,ns unknown height clearance,low_unk_pushpin
200078,41.253408,-95.808738,Low Clearance,Council Bluffs,IA,51503,LCX,,unmarked height clearance,low_unk_pushpin
200079,41.25339,-95.80766,Low Clearance,Council Bluffs,IA,51503,LCX,,unmarked height clearance,low_unk_pushpin
200080,41.249838000000004,-95.906826,Low Clearance,Council Bluffs,IA,51501,LCX,,unmarked height clearance,low_unk_pushpin
200081,41.261346,-95.799221,Low Clearance,Council Bluffs,IA,51503,LCX,,unmarked high height clearance,low_unk_pushpin
200082,41.249891999999996,-95.902077,Low Clearance,Council Bluffs,IA,51501,LCX,,unmarked height clearance,low_unk_pushpin
200083,41.241682,-95.81781600000001,Low Clearance,Council Bluffs,IA,51503,LCX,,unmarked height clearance,low_unk_pushpin
200084,41.531110999999996,-90.54715,Low Clearance,Davenport,IA,52803,LCX,,unmarked height clearance,low_unk_pushpin
200085,41.522411,-90.569683,Low Clearance,Davenport,IA,52801,LCX,,unmarked height clearance,low_unk_pushpin
200086,41.524665,-90.601196,Low Clearance,Davenport,IA,52802,LCX,,unmarked height clearance,low_unk_pushpin
200087,41.791565000000006,-95.38771899999999,Low Clearance,Defiance,IA,51527,LCX,,ns unknown height clearance,low_unk_pushpin
200088,41.806318,-95.362911,Low Clearance,Defiance,IA,51527,LCX,,ns unknown height clearance,low_unk_pushpin
200089,41.820806,-95.34275600000001,Low Clearance,Defiance,IA,51527,LCX,,ns unknown height clearance,low_unk_pushpin
200090,41.819064000000004,-95.348112,Low Clearance,Defiance,IA,51527,LCX,,unmarked height clearance,low_unk_pushpin
200091,41.507354,-94.204219,Low Clearance,Dexter,IA,50070,LCX,,unmarked height clearance,low_unk_pushpin
200092,41.507882,-94.203482,Low Clearance,Dexter,IA,50070,LCX,,unmarked height clearance,low_unk_pushpin
200093,41.782439700000005,-95.4026981,Low Clearance,Earling,IA,51530,LCX,,ns unknown height clearance,low_unk_pushpin
200094,42.448443,-90.897811,Low Clearance,Epworth,IA,52045,LCX,,ns unknown height clearance,low_unk_pushpin
200095,42.448867,-90.912633,Low Clearance,Epworth,IA,52045,LCX,,unmarked height clearance,low_unk_pushpin
200096,42.448491,-90.953282,Low Clearance,Epworth,IA,52045,LCX,,unmarked height clearance,low_unk_pushpin
200097,41.0108157,-91.91935009999999,Low Clearance,Fairfield,IA,52556,LCX,,ns unknown height clearance,low_unk_pushpin
200098,42.443911,-90.99304000000001,Low Clearance,Farley,IA,52046,LCX,,unmarked height clearance,low_unk_pushpin
200099,42.495171500000005,-94.1797421,Low Clearance,Fort Dodge,IA,50501,LCX,,unmarked height clearance,low_unk_pushpin
200100,42.491085,-94.185388,Low Clearance,Fort Dodge,IA,50501,LCX,,ns unknown height clearance,low_unk_pushpin
200101,42.510274700000004,-94.2022334,Low Clearance,Fort Dodge,IA,50501,LCX,,unmarked height clearance,low_unk_pushpin
200102,42.488618,-94.192177,Low Clearance,Fort Dodge,IA,50501,LCX,,unmarked height clearance,low_unk_pushpin
200103,42.4830776,-94.2072917,Low Clearance,Fort Dodge,IA,50501,LCX,,unmarked height clearance,low_unk_pushpin
200104,42.478783,-94.1525657,Low Clearance,Fort Dodge,IA,50501,LCX,,ns unknown height clearance,low_unk_pushpin
200105,41.905467,-92.807643,Low Clearance,Gilman,IA,50106,LCX,,ns unknown height clearance,low_unk_pushpin
200106,41.043007,-95.73402,Low Clearance,Glenwood,IA,51534,LCX,,unmarked height clearance,low_unk_pushpin
200107,41.03092,-95.746617,Low Clearance,Glenwood,IA,51534,LCX,,unmarked height clearance,low_unk_pushpin
200108,41.630541,-92.717501,Low Clearance,Grinnell,IA,50112,LCX,,ns unknown height clearance,low_unk_pushpin
200109,41.623284000000005,-92.71406400000001,Low Clearance,Grinnell,IA,50112,LCX,,ns unknown height clearance,low_unk_pushpin
200110,41.720465999999995,-92.766749,Low Clearance,Grinnell,IA,50112,LCX,,ns unknown height clearance,low_unk_pushpin
200111,42.743567999999996,-93.218938,Low Clearance,Hampton,IA,50441,LCX,,ns unknown height clearance,low_unk_pushpin
200112,41.378068,-95.393745,Low Clearance,Hancock,IA,51536,LCX,,unmarked height clearance,low_unk_pushpin
200113,41.383168,-95.368247,Low Clearance,Hancock,IA,51536,LCX,,unmarked height clearance,low_unk_pushpin
200114,41.465036,-93.411857,Low Clearance,Hartford,IA,50118,LCX,,unmarked height clearance,low_unk_pushpin
200115,43.243413000000004,-96.199525,Low Clearance,Hull,IA,51239,LCX,,ns unknown height clearance,low_unk_pushpin
200116,43.200184,-96.186548,Low Clearance,Hull,IA,51239,LCX,,unmarked height clearance,low_unk_pushpin
200117,41.667276,-91.56866600000001,Low Clearance,Iowa City,IA,52246,LCX,,unmarked height clearance,low_unk_pushpin
200118,41.653273,-91.536241,Low Clearance,Iowa City,IA,52240,LCX,,unmarked height clearance,low_unk_pushpin
200119,42.536637,-93.16422,Low Clearance,Iowa Falls,IA,50126,LCX,,ns unknown height clearance,low_unk_pushpin
200120,42.515395,-93.262757,Low Clearance,Iowa Falls,IA,50126,LCX,,unmarked height clearance,low_unk_pushpin
200121,42.016659999999995,-94.436964,Low Clearance,Jefferson,IA,50129,LCX,,ns unknown height clearance,low_unk_pushpin
200122,42.329815,-94.804354,Low Clearance,Lake City,IA,51449,LCX,,ns unknown height clearance,low_unk_pushpin
200123,42.803015,-96.162139,Low Clearance,Le Mars,IA,51031,LCX,,ns unknown height clearance,low_unk_pushpin
200124,41.678931,-95.74937,Low Clearance,Logan,IA,51546,LCX,,ns unknown height clearance,low_unk_pushpin
200125,41.037496000000004,-95.642493,Low Clearance,Malvern,IA,51551,LCX,,unmarked height clearance,low_unk_pushpin
200126,41.920552,-95.208566,Low Clearance,Manilla,IA,51454,LCX,,ns unknown height clearance,low_unk_pushpin
200127,41.925017,-95.189408,Low Clearance,Manilla,IA,51454,LCX,,ns unknown height clearance,low_unk_pushpin
200128,43.176746,-93.20970600000001,Low Clearance,Mason City,IA,50401,LCX,,ns unknown height clearance,low_unk_pushpin
200129,43.147527000000004,-93.189041,Low Clearance,Mason City,IA,50401,LCX,,unmarked height clearance,low_unk_pushpin
200130,43.147748,-93.210658,Low Clearance,Mason City,IA,50401,LCX,,unmarked height clearance,low_unk_pushpin
200131,43.173846000000005,-93.21834799999999,Low Clearance,Mason City,IA,50401,LCX,,ns unknown height clearance,low_unk_pushpin
200132,43.1720804,-93.20084320000001,Low Clearance,Mason City,IA,50401,LCX,,unmarked height clearance,low_unk_pushpin
200133,42.937542,-91.171758,Low Clearance,McGregor,IA,52157,LCX,,ns unknown height clearance,low_unk_pushpin
200134,41.298806799999994,-93.2473259,Low Clearance,Melcher-Dallas,IA,50062,LCX,,ns unknown height clearance,low_unk_pushpin
200135,41.522698999999996,-94.433554,Low Clearance,Menlo,IA,50164,LCX,,ns unknown height clearance,low_unk_pushpin
200136,42.452071999999994,-94.291837,Low Clearance,Moorland,IA,50566,LCX,,unmarked height clearance,low_unk_pushpin
200137,40.855993,-92.84899200000001,Low Clearance,Moravia,IA,52571,LCX,,ns unknown height clearance,low_unk_pushpin
200138,40.890187,-92.820985,Low Clearance,Moravia,IA,52571,LCX,,ns unknown height clearance,low_unk_pushpin
200139,40.983658,-91.651247,Low Clearance,Mt Pleasant,IA,52641,LCX,,ns unknown height clearance,low_unk_pushpin
200140,40.756543,-92.982703,Low Clearance,Mystic,IA,52574,LCX,,ns unknown height clearance,low_unk_pushpin
200141,40.764438,-92.964123,Low Clearance,Mystic,IA,52574,LCX,,ns unknown height clearance,low_unk_pushpin
200142,41.389451,-92.641564,Low Clearance,New Sharon,IA,50207,LCX,,ns unknown height clearance,low_unk_pushpin
200143,41.705775,-93.053292,Low Clearance,Newton,IA,50208,LCX,,unmarked height clearance,low_unk_pushpin
200144,43.137184000000005,-93.009302,Low Clearance,Nora Springs,IA,50458,LCX,,unmarked height clearance,low_unk_pushpin
200145,41.010901000000004,-93.658118,Low Clearance,Osceola,IA,50213,LCX,,ns unknown height clearance,low_unk_pushpin
200146,41.026851,-93.794453,Low Clearance,Osceola,IA,50213,LCX,,unmarked height clearance,low_unk_pushpin
