UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin
201253,43.911561,-69.81529300000001,Low Clearance,Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201254,43.911371,-69.816091,Low Clearance,Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201255,43.911131,-69.817272,Low Clearance,Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201256,43.910995,-69.817988,Low Clearance,Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201257,43.907241,-69.832999,Low Clearance,Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201258,43.917465,-69.862284,Low Clearance,West Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201259,43.912268,-69.907317,Low Clearance,West Bath,ME,4530,LCX,,unmarked height clearance,low_unk_pushpin
201261,43.919596999999996,-69.95319599999999,Low Clearance,Brunswick,ME,4011,LCX,,unmarked height clearance,low_unk_pushpin
201262,43.91867,-69.964489,Low Clearance,Brunswick,ME,4011,LCX,,unmarked height clearance,low_unk_pushpin
201263,43.918469,-69.966651,Low Clearance,Brunswick,ME,4011,LCX,,unmarked height clearance,low_unk_pushpin
201264,43.808081,-70.16601,Low Clearance,Yarmouth,ME,4096,LCX,,unmarked height clearance,low_unk_pushpin
201266,43.769086,-70.202435,Low Clearance,Cumberland,ME,4021,LCX,,unmarked height clearance,low_unk_pushpin
201267,43.730072,-70.228983,Low Clearance,Falmouth,ME,4105,LCX,,unmarked height clearance,low_unk_pushpin
201268,43.685897,-70.252098,Low Clearance,Portland,ME,4103,LCX,,unmarked height clearance,low_unk_pushpin
201269,43.603978000000005,-70.318252,Low Clearance,Scarborough,ME,4074,LCX,,unmarked height clearance,low_unk_pushpin
201270,43.512308000000004,-70.43179,Low Clearance,Saco,ME,4072,LCX,,unmarked height clearance,low_unk_pushpin
201272,43.093143,-70.753702,Low Clearance,Kittery,ME,3904,LCX,,unmarked height clearance,low_unk_pushpin
201727,35.49661,-83.155641,Low Clearance,Maggie Valley,NC,28751,LCX,,unmarked height clearance,low_unk_pushpin
