,longitude,latitude,name,location
925,-75.76384,39.41971,Weigh Station, Middletown Warwick Rd US 301 Warwick MD NB 
926,-76.40751,39.01454,Weigh Station, US 301 Sb Annapolis MD 
927,-93.90398,30.13112,Inspection Site, I-10 WB MM868 Vidor Texas
928,-100.36838,28.79735,Inspection Station, Highway 57
929,-100.05923,28.62594,Inspection Station, US 83
930,-99.53524,28.00724,Inspection Station, US 83
931,-80.12436,41.0704,Weigh Station,I-79 
932,-80.14431,41.10143,Weigh Station,I-79 
933,-80.162,41.45529,Weigh Station,I-79 
934,-80.16781,41.46783,Weigh Station,I-79 
935,-80.10264,40.71852,Weigh Station,I-79 
936,-80.10116,40.71046,Weigh Station,I-79 
937,-79.07237,37.49129,Weigh Station,US 29
938,-99.94248,29.21607,Homeland Security Check Station,US 90
939,-81.06761,37.47305,Weigh Station,
940,-75.74918,41.98617,Weigh Station,
941,-72.11073,42.05877,Weigh Station,
942,-71.65046,42.06067,Weigh Station,
943,-72.61899,42.50235,Weigh Station,
944,-72.62151,42.50804,Weigh Station,
945,-82.1439,28.99287,Weigh Station,I 75  MM339 
946,-82.12508,30.32417,Weigh Station,RT 121 
947,-82.27265,28.01846,Weigh Station,I-4 FL 
948,-82.90293,30.42148,Weigh Station,75 S FL 
949,-82.89852,30.41808,Weigh Station,75 N  FL 
950,-83.27232,30.37464,Weigh Station,WB I-10 FL. 
951,-83.27261,30.37344,Weigh Station,EB I-10 
952,-81.66797,30.66851,Weigh Station,95 S FL. 
953,-81.66698,30.6696,Weigh Station,95 N FL 
954,-84.98288,30.63986,Weigh Station,W I-10 155 MM FL. 
955,-84.98348,30.63881,Weigh Station,EB I-10 154 MM FL. 
